Crop Type,Nitrogen (N),Phosphorus (P),Potassium (K),Soil pH,Soil Type,Target Fertilizer
Maize,58,50,34,8.0,Silty,DAP
Wheat,26,27,30,5.5,Loamy,NPK 10-26-26
Maize,54,40,23,6.1,Sandy,NPK 10-26-26
Rice,57,40,16,7.1,Clayey,DAP
Wheat,23,35,12,6.8,Loamy,DAP
Wheat,30,33,26,7.7,Clayey,NPK 10-26-26
Maize,54,48,28,7.0,Sandy,DAP
Rice,50,29,15,5.3,Loamy,Urea
Sugarcane,86,58,92,8.0,Silty,DAP
Cotton,61,30,31,8.5,Silty,NPK 10-26-26
Maize,65,47,29,7.7,Loamy,DAP
Wheat,25,15,21,6.6,Loamy,NPK 15-15-15
Rice,40,35,15,8.5,Sandy,NPK 15-15-15
Rice,46,27,11,4.8,Loamy,Urea
Maize,62,35,23,7.7,Sandy,NPK 10-26-26
Sugarcane,81,49,79,5.8,Clayey,DAP
Cotton,50,25,40,7.4,Clayey,NPK 10-26-26
Maize,79,39,40,7.8,Loamy,NPK 10-26-26
Sugarcane,89,44,66,6.9,Silty,NPK 10-26-26
Maize,80,33,32,6.2,Clayey,NPK 10-26-26
Wheat,20,19,25,8.4,Silty,NPK 10-26-26
Cotton,62,31,46,7.8,Loamy,NPK 10-26-26
Cotton,60,39,32,5.6,Loamy,NPK 10-26-26
Cotton,67,40,48,7.0,Silty,NPK 10-26-26
Wheat,24,29,29,8.0,Loamy,NPK 10-26-26
Maize,67,45,36,5.4,Sandy,DAP
Rice,50,26,30,5.0,Sandy,NPK 10-26-26
Rice,58,34,18,7.2,Sandy,Urea
Sugarcane,113,44,64,8.4,Loamy,NPK 10-26-26
Sugarcane,82,60,69,6.7,Silty,DAP
Wheat,47,18,16,4.8,Clayey,Urea
Maize,57,50,20,5.7,Loamy,DAP
Cotton,55,32,50,5.7,Loamy,NPK 10-26-26
Maize,69,32,29,6.0,Loamy,NPK 10-26-26
Sugarcane,93,52,100,4.7,Silty,DAP
Maize,52,50,27,8.1,Clayey,DAP
Sugarcane,120,53,68,8.0,Loamy,DAP
Cotton,48,38,38,7.6,Clayey,NPK 10-26-26
Rice,57,36,27,7.3,Sandy,NPK 10-26-26
Cotton,68,20,30,6.9,Sandy,NPK 10-26-26
Sugarcane,96,47,83,6.8,Loamy,DAP
Rice,57,20,18,8.0,Clayey,Urea
Wheat,26,20,11,5.2,Loamy,NPK 20-20-0
Cotton,42,37,47,5.4,Silty,NPK 10-26-26
Wheat,26,40,21,5.7,Sandy,DAP
Sugarcane,110,40,72,8.2,Clayey,NPK 10-26-26
Wheat,50,12,13,7.8,Sandy,Urea
Rice,50,38,30,8.5,Sandy,NPK 10-26-26
Sugarcane,81,55,88,8.1,Clayey,DAP
Cotton,62,33,30,8.4,Clayey,NPK 10-26-26
Wheat,22,12,26,7.7,Silty,NPK 15-15-15
Sugarcane,113,52,84,6.8,Silty,DAP
Wheat,37,34,19,8.2,Sandy,NPK 10-26-26
Wheat,39,24,14,8.0,Silty,NPK 15-15-15
Rice,54,23,15,6.1,Silty,Urea
Rice,39,37,13,7.8,Silty,DAP
Maize,60,47,28,4.5,Sandy,DAP
Maize,50,35,21,8.4,Loamy,NPK 10-26-26
Wheat,22,20,21,7.8,Clayey,NPK 15-15-15
Cotton,58,25,50,5.7,Sandy,NPK 10-26-26
Cotton,59,40,31,8.2,Clayey,NPK 10-26-26
Sugarcane,113,49,60,5.6,Sandy,DAP
Cotton,41,22,37,8.4,Clayey,NPK 10-26-26
Rice,47,29,20,6.7,Clayey,NPK 10-26-26
Rice,38,24,27,7.4,Clayey,NPK 10-26-26
Sugarcane,103,59,68,4.8,Clayey,DAP
Rice,55,21,22,6.1,Sandy,Urea
Wheat,35,27,30,7.3,Clayey,NPK 10-26-26
Sugarcane,100,46,96,8.3,Loamy,DAP
Cotton,56,28,37,7.8,Silty,NPK 10-26-26
Rice,37,38,22,6.8,Clayey,NPK 10-26-26
Cotton,40,29,39,4.6,Clayey,NPK 10-26-26
Wheat,38,11,20,8.4,Clayey,NPK 15-15-15
Cotton,62,32,46,7.7,Loamy,NPK 10-26-26
Sugarcane,119,59,80,4.8,Silty,DAP
Cotton,58,31,30,7.8,Sandy,NPK 10-26-26
Sugarcane,115,54,96,4.6,Sandy,DAP
Rice,37,26,17,4.9,Silty,NPK 15-15-15
Maize,73,48,28,8.0,Loamy,DAP
Rice,37,25,21,6.4,Clayey,NPK 10-26-26
Sugarcane,106,42,100,8.3,Clayey,NPK 10-26-26
Wheat,20,22,12,7.3,Silty,NPK 20-20-0
Rice,59,29,10,8.3,Clayey,Urea
Sugarcane,94,52,75,7.8,Silty,DAP
Maize,51,34,26,7.7,Clayey,NPK 10-26-26
Cotton,54,34,49,7.2,Sandy,NPK 10-26-26
Rice,34,37,27,4.8,Clayey,NPK 10-26-26
Cotton,65,25,30,5.6,Loamy,NPK 10-26-26
Rice,47,27,26,5.1,Silty,NPK 10-26-26
Maize,73,41,37,7.6,Clayey,NPK 10-26-26
Sugarcane,112,55,88,6.7,Loamy,DAP
Wheat,39,18,24,5.4,Clayey,NPK 15-15-15
Sugarcane,112,45,65,7.6,Sandy,DAP
Cotton,53,24,35,6.4,Sandy,NPK 10-26-26
Maize,61,41,22,8.2,Clayey,DAP
Cotton,43,25,44,8.0,Loamy,NPK 10-26-26
Maize,60,50,29,7.2,Silty,DAP
Maize,69,45,22,8.4,Loamy,DAP
Wheat,48,23,16,5.0,Silty,Urea
Cotton,55,22,36,7.8,Sandy,NPK 10-26-26
Rice,53,27,19,6.7,Sandy,NPK 10-26-26
Maize,71,43,20,7.8,Loamy,DAP
Rice,44,32,22,5.7,Silty,NPK 10-26-26
Cotton,48,21,30,7.2,Loamy,NPK 10-26-26
Rice,60,21,14,5.9,Clayey,Urea
Wheat,46,23,18,5.3,Loamy,Urea
Rice,55,38,20,4.7,Silty,NPK 10-26-26
Rice,35,23,24,7.8,Clayey,NPK 10-26-26
Rice,37,30,16,5.4,Clayey,NPK 15-15-15
Wheat,42,32,27,7.3,Loamy,NPK 10-26-26
Cotton,51,24,34,5.2,Loamy,NPK 10-26-26
Cotton,67,36,40,5.2,Clayey,NPK 10-26-26
Cotton,43,35,40,5.6,Loamy,NPK 10-26-26
Rice,47,33,14,7.7,Loamy,Urea
Cotton,49,33,46,8.1,Silty,NPK 10-26-26
Maize,50,43,26,7.4,Sandy,NPK 10-26-26
Maize,55,41,33,7.9,Silty,NPK 10-26-26
Cotton,53,34,45,8.2,Loamy,NPK 10-26-26
Sugarcane,102,43,87,8.4,Loamy,NPK 10-26-26
Cotton,69,26,36,5.1,Silty,NPK 10-26-26
Cotton,68,40,35,7.9,Clayey,NPK 10-26-26
Cotton,47,34,31,7.8,Sandy,NPK 10-26-26
Rice,54,22,11,7.1,Clayey,Urea
Cotton,55,39,39,4.6,Sandy,NPK 10-26-26
Cotton,50,28,44,4.7,Loamy,NPK 10-26-26
Rice,41,28,28,6.3,Loamy,NPK 10-26-26
Cotton,57,21,35,7.0,Sandy,NPK 10-26-26
Cotton,51,33,31,5.8,Sandy,NPK 10-26-26
Sugarcane,87,50,60,6.9,Loamy,DAP
Rice,60,26,30,4.6,Sandy,NPK 10-26-26
Maize,59,36,33,8.0,Clayey,NPK 10-26-26
Rice,44,23,12,5.8,Loamy,Urea
Wheat,26,18,30,4.6,Clayey,NPK 10-26-26
Cotton,66,32,33,8.4,Sandy,NPK 10-26-26
Wheat,35,40,26,7.4,Clayey,NPK 10-26-26
Cotton,50,22,40,5.6,Clayey,NPK 10-26-26
Cotton,43,25,31,5.3,Sandy,NPK 10-26-26
Sugarcane,103,46,85,5.2,Clayey,DAP
Maize,74,42,36,5.7,Clayey,NPK 10-26-26
Wheat,39,37,26,5.3,Clayey,NPK 10-26-26
Cotton,41,26,49,5.1,Silty,NPK 10-26-26
Cotton,68,39,47,7.3,Loamy,NPK 10-26-26
Sugarcane,100,60,93,6.2,Sandy,DAP
Cotton,58,31,47,5.2,Clayey,NPK 10-26-26
Rice,32,20,12,8.0,Sandy,NPK 20-20-0
Cotton,70,34,47,7.6,Loamy,NPK 10-26-26
Maize,72,42,28,6.0,Silty,NPK 10-26-26
Wheat,26,21,19,7.8,Clayey,NPK 15-15-15
Rice,59,29,24,8.0,Silty,NPK 10-26-26
Rice,33,24,23,8.3,Loamy,NPK 10-26-26
Rice,57,30,19,5.1,Loamy,NPK 10-26-26
Sugarcane,116,59,79,5.1,Sandy,DAP
Sugarcane,94,41,61,5.9,Silty,NPK 10-26-26
Rice,51,21,21,8.3,Clayey,Urea
Sugarcane,99,51,67,6.3,Sandy,DAP
Sugarcane,97,49,88,7.8,Sandy,DAP
Sugarcane,106,43,92,8.0,Loamy,NPK 10-26-26
Rice,39,25,26,4.6,Clayey,NPK 10-26-26
Rice,53,31,23,8.3,Clayey,NPK 10-26-26
Sugarcane,96,44,100,5.4,Loamy,NPK 10-26-26
Cotton,56,34,41,8.0,Silty,NPK 10-26-26
Cotton,59,38,48,5.2,Sandy,NPK 10-26-26
Cotton,47,27,35,6.5,Loamy,NPK 10-26-26
Cotton,47,30,37,6.4,Silty,NPK 10-26-26
Sugarcane,102,60,63,6.8,Sandy,DAP
Wheat,47,17,29,7.8,Loamy,Urea
Rice,51,33,23,5.8,Loamy,NPK 10-26-26
Maize,61,35,28,7.8,Loamy,NPK 10-26-26
Sugarcane,80,58,87,5.8,Loamy,DAP
Rice,46,35,20,6.0,Silty,NPK 10-26-26
Wheat,20,15,10,6.2,Clayey,NPK 15-15-15
Wheat,24,31,22,5.2,Sandy,NPK 10-26-26
Wheat,27,31,28,6.7,Silty,NPK 10-26-26
Maize,61,35,29,5.4,Clayey,NPK 10-26-26
Cotton,45,27,49,8.2,Silty,NPK 10-26-26
Cotton,44,33,43,7.4,Clayey,NPK 10-26-26
Wheat,42,19,21,5.8,Sandy,NPK 15-15-15
Rice,57,21,23,6.8,Sandy,Urea
Cotton,65,38,34,8.2,Clayey,NPK 10-26-26
Rice,53,38,14,6.0,Sandy,DAP
Sugarcane,100,45,95,6.7,Silty,DAP
Maize,52,34,28,8.3,Silty,NPK 10-26-26
Sugarcane,108,47,93,4.9,Silty,DAP
Wheat,48,29,26,7.7,Clayey,NPK 10-26-26
Maize,70,38,29,5.7,Clayey,NPK 10-26-26
Sugarcane,101,43,87,7.3,Silty,NPK 10-26-26
Maize,76,35,26,4.9,Sandy,NPK 10-26-26
Sugarcane,107,41,97,6.9,Clayey,NPK 10-26-26
Rice,47,24,18,8.0,Silty,Urea
Sugarcane,115,44,97,5.6,Clayey,NPK 10-26-26
Sugarcane,107,47,93,6.5,Clayey,DAP
Sugarcane,91,47,64,4.7,Sandy,DAP
Wheat,40,32,24,8.4,Clayey,NPK 10-26-26
Wheat,28,34,13,6.3,Silty,NPK 15-15-15
Cotton,46,29,48,7.7,Silty,NPK 10-26-26
Wheat,41,38,14,5.5,Silty,DAP
Rice,30,29,26,4.7,Clayey,NPK 10-26-26
Sugarcane,112,56,87,4.6,Silty,DAP
Rice,34,23,22,8.3,Silty,NPK 10-26-26
Cotton,66,23,47,6.3,Clayey,NPK 10-26-26
Sugarcane,112,57,64,4.9,Loamy,DAP
Wheat,44,16,14,8.4,Sandy,NPK 15-15-15
Rice,45,29,14,7.0,Loamy,Urea
Cotton,48,39,43,5.9,Clayey,NPK 10-26-26
Wheat,22,19,16,5.7,Clayey,NPK 15-15-15
Maize,74,30,39,5.8,Clayey,NPK 10-26-26
Sugarcane,87,58,70,8.2,Clayey,DAP
Wheat,35,11,20,8.1,Sandy,NPK 15-15-15
Cotton,48,33,36,6.7,Sandy,NPK 10-26-26
Wheat,22,35,24,5.7,Sandy,NPK 10-26-26
Rice,42,33,20,5.7,Sandy,NPK 10-26-26
Maize,76,39,21,7.0,Clayey,NPK 10-26-26
Cotton,53,23,46,5.4,Sandy,NPK 10-26-26
Maize,58,42,25,6.1,Clayey,NPK 10-26-26
Cotton,56,38,43,6.8,Clayey,NPK 10-26-26
Wheat,21,26,25,8.4,Clayey,NPK 10-26-26
Cotton,54,34,34,7.7,Sandy,NPK 10-26-26
Rice,58,22,13,5.2,Loamy,Urea
Wheat,35,23,14,5.4,Sandy,NPK 15-15-15
Sugarcane,103,55,76,6.5,Sandy,DAP
Wheat,29,31,10,8.4,Loamy,NPK 20-20-0
Cotton,49,33,43,4.6,Loamy,NPK 10-26-26
Rice,54,28,12,4.9,Sandy,Urea
Wheat,30,16,21,8.0,Clayey,NPK 15-15-15
Cotton,44,26,50,6.6,Clayey,NPK 10-26-26
Maize,57,37,23,4.8,Silty,NPK 10-26-26
Rice,31,36,23,7.8,Silty,NPK 10-26-26
Maize,75,34,34,8.1,Loamy,NPK 10-26-26
Maize,56,35,21,5.4,Loamy,NPK 10-26-26
Sugarcane,86,50,69,5.1,Clayey,DAP
Maize,58,42,27,6.8,Loamy,NPK 10-26-26
Cotton,64,39,39,4.7,Loamy,NPK 10-26-26
Rice,42,22,22,7.9,Clayey,NPK 10-26-26
Maize,60,36,32,8.5,Loamy,NPK 10-26-26
Sugarcane,97,55,74,7.7,Loamy,DAP
Maize,53,35,21,6.6,Sandy,NPK 10-26-26
Rice,40,20,21,7.5,Loamy,NPK 15-15-15
Cotton,56,28,44,8.2,Clayey,NPK 10-26-26
Wheat,45,38,19,4.7,Sandy,DAP
Sugarcane,90,42,76,6.6,Sandy,NPK 10-26-26
Wheat,33,38,19,8.3,Clayey,DAP
Cotton,43,36,48,7.0,Sandy,NPK 10-26-26
Rice,54,26,27,5.0,Clayey,NPK 10-26-26
Sugarcane,104,40,92,4.8,Clayey,NPK 10-26-26
Wheat,35,27,11,7.3,Clayey,NPK 20-20-0
Sugarcane,113,42,81,7.0,Sandy,NPK 10-26-26
Rice,30,24,18,5.7,Sandy,NPK 15-15-15
Wheat,34,29,15,8.5,Sandy,NPK 15-15-15
Cotton,60,32,47,5.6,Loamy,NPK 10-26-26
Cotton,42,31,41,7.4,Sandy,NPK 10-26-26
Wheat,21,29,21,6.7,Clayey,NPK 10-26-26
Maize,71,49,31,4.5,Sandy,DAP
Wheat,44,28,16,6.4,Clayey,NPK 15-15-15
Wheat,50,13,21,5.4,Sandy,Urea
Wheat,20,25,17,5.8,Loamy,NPK 15-15-15
Cotton,66,34,48,8.0,Clayey,NPK 10-26-26
Sugarcane,111,56,87,7.4,Clayey,DAP
Rice,49,36,18,8.5,Silty,Urea
Wheat,42,38,25,8.5,Sandy,NPK 10-26-26
Wheat,31,32,28,7.3,Sandy,NPK 10-26-26
Maize,60,32,22,8.4,Loamy,NPK 10-26-26
Sugarcane,105,42,72,5.6,Loamy,NPK 10-26-26
Cotton,46,22,37,7.2,Loamy,NPK 10-26-26
Wheat,49,32,22,7.4,Clayey,NPK 10-26-26
Rice,50,31,18,5.1,Sandy,Urea
Maize,54,39,23,5.4,Clayey,NPK 10-26-26
Cotton,64,28,33,6.7,Clayey,NPK 10-26-26
Cotton,46,28,43,5.3,Sandy,NPK 10-26-26
Wheat,23,31,16,7.6,Clayey,NPK 15-15-15
Rice,57,26,19,7.8,Loamy,NPK 10-26-26
Maize,58,47,23,4.8,Loamy,DAP
Rice,43,27,22,6.6,Loamy,NPK 10-26-26
Rice,43,25,18,6.3,Silty,NPK 15-15-15
Wheat,43,14,10,8.4,Clayey,Urea
Sugarcane,96,40,60,6.4,Loamy,NPK 10-26-26
Maize,58,50,34,4.8,Sandy,DAP
Cotton,52,22,48,7.8,Clayey,NPK 10-26-26
Wheat,35,39,10,6.5,Loamy,DAP
Sugarcane,116,48,95,7.7,Loamy,DAP
Maize,72,41,26,7.2,Silty,NPK 10-26-26
Cotton,64,37,36,4.5,Sandy,NPK 10-26-26
Wheat,39,27,17,5.2,Clayey,NPK 15-15-15
Maize,66,37,31,5.1,Silty,NPK 10-26-26
Rice,54,21,30,8.0,Sandy,NPK 10-26-26
Maize,52,45,24,7.9,Loamy,DAP
Cotton,46,36,31,6.0,Sandy,NPK 10-26-26
Maize,74,42,28,6.5,Clayey,NPK 10-26-26
Maize,71,30,40,7.5,Sandy,NPK 10-26-26
Cotton,54,27,41,5.5,Clayey,NPK 10-26-26
Cotton,48,28,49,5.9,Silty,NPK 10-26-26
Maize,52,32,21,5.3,Clayey,NPK 10-26-26
Rice,44,21,15,8.2,Loamy,NPK 15-15-15
Wheat,38,14,22,8.2,Sandy,NPK 15-15-15
Sugarcane,110,49,76,8.0,Clayey,DAP
Sugarcane,101,50,60,8.4,Clayey,DAP
Sugarcane,100,59,87,8.1,Loamy,DAP
Wheat,24,36,24,8.2,Silty,NPK 10-26-26
Rice,33,39,30,6.7,Clayey,NPK 10-26-26
Sugarcane,113,43,100,6.7,Sandy,NPK 10-26-26
Maize,69,31,29,7.9,Clayey,NPK 10-26-26
Sugarcane,80,52,76,5.7,Silty,DAP
Maize,77,31,25,6.5,Loamy,NPK 10-26-26
Cotton,69,35,48,7.7,Clayey,NPK 10-26-26
Rice,32,27,16,8.3,Sandy,NPK 15-15-15
Maize,67,34,36,4.9,Loamy,NPK 10-26-26
Maize,69,50,34,6.2,Loamy,DAP
Rice,47,27,20,7.9,Sandy,NPK 10-26-26
Sugarcane,81,52,69,6.7,Clayey,DAP
Cotton,44,37,40,7.3,Silty,NPK 10-26-26
Wheat,32,31,25,4.6,Sandy,NPK 10-26-26
Cotton,63,35,30,5.3,Sandy,NPK 10-26-26
Sugarcane,120,50,74,7.3,Clayey,DAP
Cotton,64,26,33,4.9,Loamy,NPK 10-26-26
Maize,67,43,20,6.2,Sandy,DAP
Cotton,53,23,36,8.2,Silty,NPK 10-26-26
Cotton,43,39,50,5.6,Clayey,NPK 10-26-26
Maize,73,44,20,6.3,Loamy,DAP
Wheat,45,17,10,8.2,Sandy,Urea
Cotton,51,39,34,7.9,Clayey,NPK 10-26-26
Wheat,43,39,12,7.2,Silty,DAP
Cotton,41,33,49,8.1,Silty,NPK 10-26-26
Maize,63,39,26,5.9,Loamy,NPK 10-26-26
Rice,60,26,18,4.8,Loamy,Urea
Sugarcane,108,44,66,7.7,Loamy,NPK 10-26-26
Rice,30,24,22,8.2,Silty,NPK 10-26-26
Rice,49,37,21,7.9,Sandy,NPK 10-26-26
Wheat,31,13,25,8.2,Loamy,NPK 15-15-15
Rice,46,30,28,5.1,Loamy,NPK 10-26-26
Cotton,41,26,43,6.9,Loamy,NPK 10-26-26
Sugarcane,102,54,63,6.6,Sandy,DAP
Cotton,60,33,46,7.3,Loamy,NPK 10-26-26
Maize,70,36,25,5.8,Loamy,NPK 10-26-26
Sugarcane,96,50,63,6.7,Clayey,DAP
Maize,72,34,34,5.3,Loamy,NPK 10-26-26
Cotton,49,20,41,7.0,Loamy,NPK 10-26-26
Sugarcane,102,51,94,6.9,Clayey,DAP
Cotton,55,23,37,5.5,Loamy,NPK 10-26-26
Rice,59,37,23,7.9,Sandy,NPK 10-26-26
Rice,55,37,16,5.6,Clayey,Urea
Sugarcane,111,54,94,5.4,Loamy,DAP
Sugarcane,116,59,70,6.5,Sandy,DAP
Cotton,41,28,33,4.9,Silty,NPK 10-26-26
Sugarcane,102,56,63,6.9,Sandy,DAP
Cotton,45,27,45,6.5,Sandy,NPK 10-26-26
Cotton,58,22,33,7.2,Loamy,NPK 10-26-26
Rice,58,35,14,6.4,Sandy,Urea
Maize,79,50,33,8.4,Silty,DAP
Maize,57,44,31,6.9,Silty,NPK 10-26-26
Rice,42,39,16,6.2,Clayey,DAP
Sugarcane,114,42,91,7.0,Sandy,NPK 10-26-26
Wheat,43,24,21,4.6,Sandy,NPK 10-26-26
Wheat,20,23,22,7.7,Loamy,NPK 10-26-26
Cotton,49,40,42,5.4,Silty,NPK 10-26-26
Sugarcane,110,44,68,6.9,Loamy,NPK 10-26-26
Sugarcane,109,49,72,7.7,Loamy,DAP
Cotton,41,27,44,7.7,Silty,NPK 10-26-26
Cotton,45,38,37,6.3,Silty,NPK 10-26-26
Sugarcane,105,43,91,4.5,Loamy,NPK 10-26-26
Maize,69,41,26,8.1,Loamy,NPK 10-26-26
Sugarcane,90,55,84,6.6,Silty,DAP
Maize,50,34,29,5.7,Clayey,NPK 10-26-26
Wheat,22,21,18,6.8,Silty,NPK 15-15-15
Maize,67,41,38,5.8,Loamy,NPK 10-26-26
Wheat,47,10,13,7.0,Clayey,Urea
Wheat,32,22,16,5.4,Clayey,NPK 15-15-15
Wheat,34,19,21,7.6,Clayey,NPK 15-15-15
Maize,77,32,21,7.8,Clayey,NPK 10-26-26
Wheat,20,39,27,4.5,Silty,NPK 10-26-26
Cotton,43,33,33,7.5,Sandy,NPK 10-26-26
Sugarcane,97,50,64,5.7,Loamy,DAP
Sugarcane,90,45,91,7.8,Clayey,DAP
Cotton,63,20,50,5.3,Sandy,NPK 10-26-26
Rice,36,30,19,5.2,Sandy,NPK 10-26-26
Wheat,39,26,30,7.7,Silty,NPK 10-26-26
Cotton,54,32,31,5.0,Loamy,NPK 10-26-26
Sugarcane,111,47,67,8.5,Clayey,DAP
Wheat,48,36,20,4.9,Silty,NPK 10-26-26
Cotton,69,38,40,7.6,Clayey,NPK 10-26-26
Maize,64,40,31,6.0,Clayey,NPK 10-26-26
Sugarcane,120,49,90,6.9,Sandy,DAP
Cotton,55,30,47,7.4,Silty,NPK 10-26-26
Cotton,40,37,49,4.8,Clayey,NPK 10-26-26
Maize,60,43,34,7.1,Clayey,NPK 10-26-26
Wheat,39,40,24,8.4,Loamy,NPK 10-26-26
Rice,51,30,18,5.4,Sandy,Urea
Wheat,23,16,14,5.1,Clayey,NPK 15-15-15
Cotton,53,27,45,7.8,Loamy,NPK 10-26-26
Sugarcane,107,52,71,5.6,Clayey,DAP
Rice,47,23,12,5.7,Clayey,Urea
Wheat,27,17,19,6.4,Silty,NPK 15-15-15
Cotton,65,29,31,7.8,Silty,NPK 10-26-26
Rice,44,38,13,6.4,Sandy,DAP
Cotton,41,39,37,7.2,Loamy,NPK 10-26-26
Rice,44,38,24,7.7,Silty,NPK 10-26-26
Wheat,38,18,22,5.3,Sandy,NPK 15-15-15
Wheat,26,18,10,6.8,Sandy,NPK 20-20-0
Wheat,23,40,10,7.1,Loamy,DAP
Rice,30,24,24,6.4,Silty,NPK 10-26-26
Rice,56,35,27,8.3,Sandy,NPK 10-26-26
Maize,71,33,30,7.6,Clayey,NPK 10-26-26
Wheat,22,33,22,5.3,Loamy,NPK 10-26-26
Rice,46,31,24,7.9,Clayey,NPK 10-26-26
Maize,78,48,20,6.5,Silty,DAP
Cotton,45,28,43,5.4,Clayey,NPK 10-26-26
Wheat,27,31,11,5.9,Silty,NPK 20-20-0
Wheat,22,16,23,7.8,Sandy,NPK 15-15-15
Maize,54,50,26,6.5,Silty,DAP
Cotton,67,33,42,8.2,Loamy,NPK 10-26-26
Wheat,24,32,28,7.2,Sandy,NPK 10-26-26
Wheat,23,11,15,8.4,Sandy,NPK 15-15-15
Wheat,22,17,16,6.3,Loamy,NPK 15-15-15
Wheat,30,33,24,8.1,Clayey,NPK 10-26-26
Wheat,45,18,15,5.7,Loamy,NPK 15-15-15
Maize,79,48,37,7.5,Loamy,DAP
Rice,57,26,24,7.7,Sandy,NPK 10-26-26
Maize,51,48,24,8.5,Loamy,DAP
Wheat,26,30,21,4.6,Sandy,NPK 10-26-26
Rice,45,39,25,6.4,Loamy,NPK 10-26-26
Cotton,63,32,38,8.1,Loamy,NPK 10-26-26
Cotton,56,26,45,8.2,Sandy,NPK 10-26-26
Sugarcane,119,53,75,5.3,Clayey,DAP
Wheat,44,40,17,6.4,Silty,DAP
Cotton,47,40,49,4.8,Sandy,NPK 10-26-26
Cotton,46,40,30,5.8,Loamy,NPK 10-26-26
Wheat,40,38,20,5.8,Sandy,NPK 10-26-26
Rice,30,28,20,5.7,Clayey,NPK 10-26-26
Maize,50,50,27,5.4,Silty,DAP
Cotton,42,22,49,6.8,Loamy,NPK 10-26-26
Sugarcane,80,60,89,6.8,Clayey,DAP
Rice,40,29,13,7.7,Sandy,NPK 15-15-15
Wheat,34,17,13,7.9,Silty,NPK 15-15-15
Maize,73,40,25,4.6,Silty,NPK 10-26-26
Wheat,26,23,19,7.7,Loamy,NPK 15-15-15
Sugarcane,120,43,77,7.7,Sandy,NPK 10-26-26
Sugarcane,113,44,66,7.4,Sandy,NPK 10-26-26
Cotton,46,37,49,7.8,Clayey,NPK 10-26-26
Rice,35,32,17,6.2,Sandy,NPK 15-15-15
Maize,55,31,23,8.3,Loamy,NPK 10-26-26
Rice,49,34,17,7.8,Silty,Urea
Wheat,20,39,24,6.4,Loamy,NPK 10-26-26
Cotton,54,36,35,4.7,Sandy,NPK 10-26-26
Maize,66,39,39,6.6,Silty,NPK 10-26-26
Maize,73,43,21,8.4,Silty,DAP
Cotton,40,37,39,5.3,Loamy,NPK 10-26-26
Maize,64,50,39,4.9,Sandy,DAP
Cotton,40,39,49,8.5,Loamy,NPK 10-26-26
Maize,57,44,20,8.4,Silty,DAP
Cotton,68,25,30,5.3,Sandy,NPK 10-26-26
Maize,64,33,28,7.6,Clayey,NPK 10-26-26
Wheat,26,36,25,7.8,Clayey,NPK 10-26-26
Sugarcane,116,53,72,6.5,Loamy,DAP
Wheat,32,26,28,5.3,Clayey,NPK 10-26-26
Rice,49,25,22,7.3,Loamy,NPK 10-26-26
Cotton,42,20,49,7.3,Loamy,NPK 10-26-26
Maize,53,48,32,5.8,Loamy,DAP
Sugarcane,90,50,62,7.0,Loamy,DAP
Cotton,44,21,34,5.8,Loamy,NPK 10-26-26
Rice,30,20,28,6.2,Loamy,NPK 10-26-26
Cotton,64,31,42,5.0,Loamy,NPK 10-26-26
Sugarcane,105,49,77,8.0,Sandy,DAP
Maize,70,36,31,6.0,Clayey,NPK 10-26-26
Wheat,24,29,18,7.6,Clayey,NPK 10-26-26
Maize,68,43,26,7.8,Sandy,NPK 10-26-26
Cotton,52,23,30,6.3,Sandy,NPK 10-26-26
Wheat,40,36,24,7.6,Clayey,NPK 10-26-26
Wheat,32,13,12,6.3,Loamy,NPK 15-15-15
Wheat,50,17,18,6.1,Clayey,Urea
Maize,78,34,29,8.0,Clayey,NPK 10-26-26
Wheat,34,14,11,8.4,Clayey,NPK 15-15-15
Wheat,42,35,11,6.5,Sandy,DAP
Sugarcane,114,43,64,4.9,Silty,NPK 10-26-26
Maize,59,40,37,5.4,Silty,NPK 10-26-26
Wheat,48,35,23,4.7,Sandy,NPK 10-26-26
Wheat,34,31,19,7.2,Clayey,NPK 10-26-26
Rice,53,36,12,5.2,Clayey,Urea
Rice,44,24,23,7.7,Sandy,NPK 10-26-26
Sugarcane,99,59,76,7.3,Clayey,DAP
Sugarcane,113,57,84,4.8,Silty,DAP
Wheat,24,29,12,8.0,Silty,NPK 20-20-0
Maize,63,46,37,8.4,Sandy,DAP
Sugarcane,80,59,61,8.0,Silty,DAP
Wheat,42,31,20,6.8,Clayey,NPK 10-26-26
Rice,36,32,10,8.1,Silty,NPK 20-20-0
Cotton,43,38,35,6.2,Silty,NPK 10-26-26
Maize,51,41,33,5.2,Clayey,NPK 10-26-26
Maize,80,31,36,6.2,Loamy,NPK 10-26-26
Maize,71,42,38,5.7,Sandy,NPK 10-26-26
Cotton,48,29,48,4.7,Sandy,NPK 10-26-26
Maize,76,41,31,5.4,Sandy,NPK 10-26-26
Rice,36,22,24,7.7,Sandy,NPK 10-26-26
Maize,52,39,27,7.0,Loamy,NPK 10-26-26
Cotton,67,39,34,5.6,Clayey,NPK 10-26-26
Cotton,40,30,30,8.0,Loamy,NPK 10-26-26
Sugarcane,113,54,91,7.1,Loamy,DAP
Rice,54,24,29,5.7,Sandy,NPK 10-26-26
Maize,72,33,27,5.3,Sandy,NPK 10-26-26
Cotton,47,22,45,7.9,Loamy,NPK 10-26-26
