Nitrogen (N),Phosphorus (P),Potassium (K),Carbon Emissions (kg),Water Pollution Risk (%),Soil Degradation (Index),Crop Type
29,20,20,4.3,18.1,1.3,Cotton
12,11,31,2.37,12.2,2.3,Soybean
33,26,38,5.36,15.6,4.8,Soybean
19,30,27,3.94,15.0,1.1,Maize
30,8,14,3.68,13.1,1.5,Soybean
47,18,13,5.86,19.1,2.3,Wheat
18,20,5,2.9,20.0,1.2,Rice
18,19,11,2.97,19.0,4.4,Soybean
18,14,10,2.7,11.4,2.4,Wheat
27,6,5,3.1,18.6,2.7,Rice
15,22,30,3.2,11.8,4.3,Maize
12,14,5,2.0,18.0,3.4,Soybean
24,30,7,4.04,21.1,1.3,Rice
24,10,30,3.5,17.5,4.1,Wheat
10,17,36,2.57,11.2,3.3,Cotton
24,6,27,3.24,19.6,1.2,Cotton
42,24,27,5.94,19.8,1.0,Wheat
17,24,35,3.6,19.7,1.6,Maize
14,20,11,2.62,18.7,4.6,Rice
12,10,15,2.0,15.1,3.5,Soybean
44,23,7,5.69,23.1,2.9,Soybean
30,12,27,4.14,19.5,2.9,Maize
45,30,6,6.12,19.4,4.5,Rice
16,10,11,2.32,16.1,4.3,Rice
22,28,35,4.3,20.6,4.8,Cotton
39,15,25,5.15,14.7,2.5,Soybean
41,20,23,5.56,21.8,2.5,Maize
23,21,17,3.69,18.3,4.1,Maize
20,21,35,3.75,13.1,3.1,Rice
35,23,33,5.31,17.0,3.0,Maize
15,10,21,2.42,18.3,3.3,Maize
11,18,20,2.4,10.6,1.6,Rice
18,17,12,2.89,20.1,3.2,Cotton
10,13,37,2.39,13.1,2.1,Wheat
39,7,28,4.81,22.7,1.6,Rice
48,13,21,5.87,24.8,2.9,Rice
47,30,21,6.62,26.7,3.6,Soybean
43,18,17,5.54,18.1,3.6,Rice
38,24,15,5.3,23.8,2.1,Maize
19,13,9,2.73,12.1,3.0,Rice
23,29,30,4.35,18.5,1.7,Soybean
36,14,39,5.08,22.9,4.0,Rice
30,25,14,4.53,17.6,3.4,Wheat
44,22,26,6.02,20.0,2.3,Cotton
31,7,25,3.95,19.7,3.8,Rice
48,11,13,5.61,17.7,4.8,Rice
31,16,15,4.2,13.6,4.9,Soybean
31,22,28,4.76,16.9,4.8,Maize
12,9,30,2.25,18.0,3.9,Wheat
33,27,28,5.21,19.8,1.3,Maize
24,8,19,3.18,12.0,4.7,Wheat
25,17,33,4.01,17.2,2.4,Cotton
47,28,23,6.56,18.6,1.9,Rice
31,19,40,4.85,15.1,4.1,Maize
19,28,5,3.4,16.8,3.2,Rice
29,23,16,4.37,21.5,2.8,Cotton
35,16,40,5.1,22.7,1.2,Rice
34,25,16,4.97,20.8,2.1,Wheat
50,7,25,5.85,25.7,2.1,Wheat
35,17,10,4.55,22.1,3.5,Rice
49,24,31,6.72,23.2,4.7,Wheat
37,24,20,5.3,19.6,1.3,Rice
19,28,23,3.76,21.0,4.7,Soybean
20,24,18,3.56,11.9,3.1,Maize
45,28,19,6.28,21.5,3.0,Wheat
33,8,27,4.24,16.0,2.0,Maize
25,18,16,3.72,15.1,3.8,Maize
50,8,26,5.92,19.7,4.5,Wheat
14,11,30,2.55,10.2,2.6,Wheat
30,13,22,4.09,13.7,1.9,Cotton
18,5,17,2.39,10.7,4.7,Wheat
47,22,37,6.54,23.4,4.9,Cotton
32,16,38,4.76,15.8,4.5,Rice
20,11,36,3.27,15.0,4.8,Soybean
31,28,32,5.14,18.8,3.1,Maize
23,18,32,3.84,17.3,1.2,Cotton
42,16,25,5.5,24.6,1.9,Rice
23,6,34,3.28,15.9,2.1,Maize
22,18,40,3.9,14.1,1.1,Rice
22,29,11,3.87,15.9,2.7,Cotton
20,13,15,2.95,12.3,4.4,Maize
17,26,13,3.26,13.6,4.9,Maize
19,6,38,2.96,12.6,3.9,Rice
23,21,16,3.67,18.1,4.0,Wheat
45,30,11,6.22,24.6,1.4,Cotton
34,14,23,4.56,20.2,1.9,Cotton
50,30,31,7.12,23.6,4.8,Wheat
33,7,17,3.99,20.4,2.7,Maize
31,19,6,4.17,22.0,1.7,Rice
16,25,34,3.53,12.3,2.0,Cotton
34,17,23,4.71,21.6,4.6,Maize
43,9,10,4.95,24.0,3.4,Maize
19,30,34,4.08,19.6,2.4,Soybean
40,19,20,5.35,19.3,1.3,Maize
33,29,34,5.43,16.5,4.7,Maize
29,30,35,5.1,22.2,4.0,Soybean
36,30,9,5.28,20.4,2.1,Maize
23,11,15,3.15,17.2,3.1,Maize
23,18,26,3.72,20.6,1.3,Soybean
22,10,20,3.1,19.4,3.4,Wheat
35,30,39,5.78,19.9,2.1,Soybean
41,16,9,5.08,19.6,1.9,Rice
26,11,26,3.67,17.9,1.8,Soybean
47,18,40,6.4,18.9,2.1,Wheat
13,15,30,2.65,9.7,2.7,Wheat
19,18,13,3.06,13.9,2.6,Rice
39,18,19,5.18,23.7,3.8,Cotton
23,19,31,3.87,11.7,1.2,Wheat
26,21,35,4.35,16.4,4.3,Soybean
21,7,26,2.97,19.8,4.7,Rice
19,25,32,3.79,19.6,3.8,Cotton
10,28,31,3.02,10.6,4.6,Cotton
27,19,37,4.39,20.8,1.5,Wheat
16,12,22,2.64,15.4,2.1,Wheat
31,26,20,4.8,20.4,3.2,Maize
25,23,18,4.01,19.9,3.5,Maize
20,5,22,2.69,13.1,1.2,Soybean
49,26,33,6.86,24.5,4.1,Maize
35,19,23,4.91,23.0,2.4,Wheat
33,26,38,5.36,20.0,2.1,Rice
50,24,12,6.44,19.2,3.1,Soybean
46,5,32,5.49,24.5,1.2,Rice
43,17,37,5.89,22.7,3.2,Rice
38,21,9,5.03,23.1,1.4,Rice
11,10,17,1.94,17.1,1.5,Cotton
19,6,20,2.6,12.3,4.1,Cotton
22,26,35,4.2,17.1,3.6,Cotton
14,18,36,3.02,10.2,3.3,Wheat
25,30,6,4.12,15.3,4.4,Soybean
14,30,18,3.26,16.9,1.2,Wheat
50,21,11,6.27,23.6,2.2,Wheat
15,18,15,2.7,13.3,1.0,Rice
10,20,31,2.62,14.7,1.6,Rice
30,25,38,5.01,15.8,4.7,Rice
29,22,30,4.6,15.5,3.6,Cotton
40,22,17,5.44,22.3,3.4,Wheat
18,10,39,3.08,17.0,4.4,Rice
16,28,28,3.56,19.5,3.8,Maize
11,29,25,3.05,19.7,3.8,Rice
44,22,7,5.64,22.6,2.4,Soybean
19,24,39,3.88,20.7,1.9,Rice
23,26,8,3.76,15.4,1.9,Cotton
29,28,21,4.72,17.6,3.4,Rice
49,16,20,6.1,21.8,4.5,Soybean
10,25,30,2.85,17.9,2.8,Maize
31,29,10,4.75,19.1,1.6,Maize
44,27,26,6.27,19.7,1.4,Maize
10,26,21,2.72,10.2,1.0,Soybean
38,17,8,4.81,23.3,4.3,Cotton
43,18,31,5.82,21.9,3.5,Wheat
14,11,27,2.49,12.5,2.8,Soybean
33,10,6,3.92,20.5,3.1,Maize
36,8,15,4.3,22.9,4.6,Maize
38,10,25,4.8,19.1,1.8,Maize
21,24,30,3.9,13.8,3.8,Rice
11,13,13,2.01,15.4,2.5,Wheat
44,8,40,5.6,24.2,4.6,Cotton
47,18,16,5.92,19.9,2.4,Cotton
37,10,21,4.62,23.2,4.8,Rice
35,12,37,4.84,16.8,1.0,Cotton
36,18,26,5.02,15.1,2.6,Wheat
41,20,36,5.82,24.2,4.6,Soybean
33,24,32,5.14,20.6,2.6,Rice
37,16,25,5.0,22.1,3.5,Cotton
44,21,37,6.19,24.1,5.0,Maize
29,10,22,3.84,12.6,3.5,Wheat
41,26,33,6.06,19.0,2.5,Rice
12,25,40,3.25,14.5,2.6,Wheat
44,13,40,5.85,23.3,2.9,Soybean
31,7,11,3.67,20.0,4.5,Wheat
13,5,15,1.85,14.6,1.8,Rice
10,18,20,2.3,16.7,3.6,Cotton
25,19,13,3.71,20.8,2.9,Rice
43,5,23,5.01,21.5,3.1,Rice
26,5,37,3.59,20.6,3.0,Rice
10,13,8,1.81,8.3,2.6,Maize
40,8,18,4.76,22.7,4.4,Soybean
42,11,37,5.49,14.5,3.0,Soybean
33,10,9,3.98,15.7,2.0,Soybean
29,25,33,4.81,21.9,4.2,Rice
22,10,35,3.4,20.3,3.0,Cotton
20,25,9,3.43,15.1,3.2,Maize
50,9,6,5.57,16.0,3.4,Soybean
34,16,37,4.94,13.7,2.5,Cotton
18,9,16,2.57,11.4,4.8,Rice
30,20,31,4.62,16.6,2.1,Maize
48,5,27,5.59,15.8,2.0,Rice
37,8,38,4.86,19.1,2.1,Rice
32,17,32,4.69,19.9,2.3,Rice
39,22,24,5.48,16.4,2.2,Cotton
12,30,13,2.96,15.5,4.3,Maize
42,19,12,5.39,17.2,2.2,Soybean
14,18,25,2.8,17.9,3.3,Soybean
23,7,26,3.17,16.9,1.7,Maize
30,23,29,4.73,20.7,4.7,Maize
39,17,10,4.95,23.5,3.9,Wheat
22,19,21,3.57,16.8,4.2,Maize
23,25,22,3.99,19.3,3.7,Maize
36,25,21,5.27,15.1,3.2,Rice
13,27,37,3.39,13.5,1.3,Cotton
39,26,16,5.52,23.4,2.1,Wheat
48,28,23,6.66,22.2,2.8,Wheat
26,27,39,4.73,19.7,3.0,Cotton
50,24,5,6.3,21.8,1.3,Rice
20,22,34,3.78,21.2,2.4,Maize
37,29,20,5.55,23.8,4.9,Soybean
35,22,30,5.2,20.5,1.4,Maize
20,24,23,3.66,20.6,1.9,Rice
35,13,17,4.49,20.0,1.2,Soybean
32,16,20,4.4,14.5,3.4,Wheat
20,15,14,3.03,11.8,4.6,Maize
45,13,31,5.77,18.0,1.5,Soybean
30,8,36,4.12,17.0,4.1,Rice
33,28,31,5.32,14.7,2.6,Wheat
27,21,25,4.25,16.0,4.0,Soybean
34,8,24,4.28,21.4,4.8,Maize
38,21,24,5.33,17.4,1.8,Rice
35,14,18,4.56,22.9,1.7,Maize
20,30,38,4.26,21.0,2.4,Wheat
14,21,35,3.15,13.5,2.1,Soybean
35,27,28,5.41,23.4,1.9,Wheat
11,22,40,3.0,11.9,4.8,Wheat
41,29,16,5.87,20.1,3.7,Maize
37,27,39,5.83,17.9,2.8,Maize
50,25,27,6.79,24.3,4.9,Soybean
27,17,11,3.77,12.7,1.1,Rice
40,19,17,5.29,18.0,4.7,Rice
43,29,10,5.95,18.2,1.6,Rice
10,23,9,2.33,15.5,4.3,Cotton
29,7,6,3.37,11.7,2.3,Soybean
14,18,39,3.08,16.7,1.2,Soybean
24,25,35,4.35,14.4,1.5,Maize
47,17,9,5.73,16.7,2.1,Cotton
22,18,11,3.32,19.5,4.4,Wheat
12,9,23,2.11,17.8,2.6,Cotton
29,12,33,4.16,20.8,4.7,Cotton
13,22,21,2.82,12.0,2.8,Maize
49,8,36,6.02,23.5,4.9,Rice
21,7,11,2.67,12.0,5.0,Cotton
38,20,26,5.32,16.2,1.2,Soybean
24,5,28,3.21,17.9,4.7,Maize
17,13,25,2.85,19.3,1.4,Wheat
46,18,38,6.26,17.6,3.8,Wheat
43,12,22,5.34,16.0,4.5,Maize
21,16,6,3.02,16.8,4.3,Soybean
11,9,10,1.75,14.2,4.8,Rice
49,8,32,5.94,25.5,2.9,Rice
47,30,31,6.82,26.7,2.6,Maize
14,9,32,2.49,17.1,4.3,Rice
42,16,36,5.72,20.1,2.6,Rice
11,13,26,2.27,15.9,1.9,Rice
16,13,18,2.61,16.5,2.1,Soybean
45,13,24,5.63,20.3,2.3,Cotton
23,6,32,3.24,13.6,2.6,Rice
19,18,10,3.0,18.8,3.8,Soybean
32,6,25,4.0,17.8,2.9,Wheat
14,26,9,2.88,17.7,3.9,Soybean
50,17,29,6.43,20.0,1.2,Maize
23,8,30,3.3,18.0,2.4,Maize
27,28,12,4.34,16.1,3.5,Wheat
30,12,8,3.76,12.7,4.5,Cotton
49,18,21,6.22,18.2,4.2,Soybean
12,10,7,1.84,9.0,4.2,Rice
27,28,40,4.9,21.1,5.0,Cotton
39,27,25,5.75,21.4,1.6,Rice
14,24,18,2.96,14.0,1.9,Rice
26,21,8,3.81,15.7,2.9,Rice
24,8,19,3.18,16.5,1.6,Maize
16,29,38,3.81,12.4,3.0,Cotton
25,11,16,3.37,16.4,3.7,Soybean
44,20,36,6.12,25.6,4.7,Wheat
32,10,11,3.92,18.8,2.3,Cotton
17,20,23,3.16,14.0,3.1,Maize
42,25,7,5.59,17.3,4.6,Rice
41,8,26,5.02,22.0,3.0,Wheat
17,14,14,2.68,14.5,3.1,Wheat
50,23,16,6.47,24.0,1.7,Rice
17,14,5,2.5,12.1,1.1,Wheat
39,20,35,5.6,22.9,4.1,Maize
40,19,12,5.19,15.6,1.0,Cotton
26,22,13,3.96,15.3,1.0,Cotton
46,26,35,6.6,18.9,3.0,Soybean
11,29,15,2.85,18.4,1.3,Rice
48,10,34,5.98,18.5,4.3,Rice
14,11,37,2.69,9.4,3.4,Wheat
10,6,18,1.66,9.6,4.7,Maize
40,29,15,5.75,20.2,2.2,Cotton
46,12,30,5.8,22.9,1.8,Soybean
13,9,6,1.87,8.9,2.8,Soybean
41,21,28,5.71,22.7,4.6,Maize
21,7,7,2.59,17.8,4.9,Cotton
50,6,30,5.9,22.2,4.6,Maize
10,21,31,2.67,17.5,1.8,Soybean
35,12,14,4.38,20.6,4.8,Maize
18,13,22,2.89,17.2,1.9,Maize
13,20,20,2.7,11.7,4.3,Wheat
44,20,22,5.84,19.4,1.1,Cotton
23,18,27,3.74,13.6,5.0,Wheat
45,30,14,6.28,21.4,1.7,Cotton
36,17,21,4.87,23.4,1.0,Maize
49,7,26,5.77,21.5,4.5,Rice
25,14,7,3.34,18.5,4.1,Maize
39,25,10,5.35,21.3,1.5,Soybean
31,14,18,4.16,15.2,4.7,Wheat
35,10,9,4.18,18.6,1.2,Wheat
46,18,33,6.16,24.7,3.7,Wheat
17,21,20,3.15,14.4,2.2,Soybean
11,10,33,2.26,18.1,2.3,Rice
20,6,15,2.6,12.0,1.4,Cotton
35,21,27,5.09,17.6,1.4,Soybean
14,24,19,2.98,11.4,4.4,Soybean
28,20,25,4.3,14.4,4.5,Maize
38,20,21,5.22,15.5,3.1,Maize
47,9,24,5.63,16.8,1.6,Cotton
30,13,39,4.43,22.1,4.5,Soybean
29,16,6,3.82,16.1,4.7,Cotton
44,12,7,5.14,19.4,3.1,Maize
32,10,18,4.06,14.0,1.6,Rice
13,27,30,3.25,11.2,4.7,Wheat
30,20,24,4.48,17.8,5.0,Rice
28,14,37,4.24,16.5,4.9,Soybean
34,18,28,4.86,17.0,1.1,Maize
31,15,17,4.19,21.4,4.1,Cotton
23,24,36,4.22,20.8,3.4,Soybean
25,13,13,3.41,20.2,5.0,Soybean
18,28,33,3.86,11.8,4.5,Rice
30,28,26,4.92,15.0,3.1,Cotton
20,14,15,3.0,16.2,3.2,Cotton
20,22,29,3.68,11.5,4.9,Wheat
24,25,24,4.13,19.0,4.8,Maize
37,17,24,5.03,17.6,1.1,Cotton
40,12,21,5.02,20.8,4.8,Wheat
43,25,14,5.83,23.8,4.4,Rice
33,17,37,4.89,19.7,3.3,Wheat
25,7,12,3.09,17.5,4.3,Cotton
49,5,15,5.45,20.0,1.6,Soybean
45,21,14,5.83,21.6,2.2,Soybean
47,15,5,5.55,22.7,1.8,Cotton
43,9,6,4.87,21.7,1.9,Wheat
34,18,31,4.92,14.7,1.0,Maize
43,26,13,5.86,16.4,2.3,Maize
43,28,36,6.42,23.6,3.8,Wheat
16,17,7,2.59,18.6,3.4,Soybean
13,9,36,2.47,11.9,2.0,Soybean
28,16,30,4.2,13.1,1.1,Maize
47,9,23,5.61,17.8,1.5,Rice
31,23,37,4.99,14.8,1.5,Maize
48,6,33,5.76,18.8,2.7,Maize
47,30,16,6.52,22.8,4.8,Maize
34,17,8,4.41,17.8,3.2,Wheat
38,7,11,4.37,20.6,3.4,Cotton
35,15,23,4.71,16.5,2.6,Wheat
37,18,9,4.78,16.1,3.4,Maize
15,5,29,2.33,10.1,2.8,Cotton
19,24,9,3.28,11.2,4.1,Wheat
33,29,36,5.47,23.2,2.2,Soybean
11,20,30,2.7,13.8,1.2,Cotton
16,28,34,3.68,12.9,3.2,Cotton
33,12,30,4.5,16.5,4.2,Maize
41,25,35,6.05,23.8,1.3,Cotton
44,15,37,5.89,17.9,2.9,Soybean
19,14,35,3.3,16.4,3.4,Wheat
43,17,8,5.31,17.9,1.4,Cotton
46,29,9,6.23,25.4,2.8,Maize
42,21,34,5.93,21.6,4.3,Cotton
36,26,38,5.66,17.0,2.6,Wheat
24,18,24,3.78,20.9,3.6,Wheat
35,5,32,4.39,14.3,2.0,Maize
24,7,8,2.91,18.1,2.8,Maize
22,29,12,3.89,20.3,2.0,Maize
35,16,23,4.76,16.5,2.7,Cotton
20,15,21,3.17,15.6,1.2,Rice
11,10,39,2.38,14.1,2.9,Rice
18,20,34,3.48,15.0,3.6,Cotton
39,18,20,5.2,21.6,1.8,Wheat
16,21,35,3.35,20.1,1.8,Soybean
15,28,16,3.22,15.1,3.0,Rice
27,21,28,4.31,15.2,4.8,Soybean
41,6,34,5.08,16.2,3.6,Maize
33,28,27,5.24,22.0,3.7,Rice
12,27,12,2.79,16.4,2.5,Wheat
42,27,27,6.09,20.7,2.6,Soybean
23,6,7,2.74,11.9,2.9,Rice
40,7,14,4.63,20.1,2.7,Rice
27,28,36,4.82,21.6,1.7,Wheat
43,21,15,5.65,18.2,2.4,Maize
27,5,16,3.27,14.4,2.1,Wheat
48,24,40,6.8,19.4,4.6,Cotton
43,13,16,5.27,22.8,3.7,Rice
28,16,35,4.3,18.0,4.6,Cotton
11,15,36,2.57,12.3,2.4,Cotton
28,24,17,4.34,18.8,2.3,Soybean
29,14,36,4.32,21.0,3.3,Maize
37,9,16,4.47,17.8,1.8,Rice
48,18,11,5.92,20.2,2.2,Soybean
19,16,32,3.34,20.1,3.5,Rice
49,8,6,5.42,19.1,2.5,Wheat
34,30,12,5.14,24.6,3.3,Soybean
22,25,36,4.17,16.8,1.4,Rice
19,14,28,3.16,13.6,1.7,Soybean
15,13,26,2.67,9.3,4.7,Maize
40,24,19,5.58,16.8,2.5,Maize
42,26,39,6.28,23.1,1.1,Maize
29,10,22,3.84,18.7,2.0,Wheat
15,25,17,3.09,12.2,2.3,Wheat
46,22,36,6.42,24.9,1.2,Maize
31,11,40,4.45,12.9,4.7,Soybean
28,11,38,4.11,19.8,3.2,Cotton
28,27,9,4.33,16.5,4.7,Soybean
18,20,40,3.6,15.7,1.2,Wheat
24,19,40,4.15,18.7,1.5,Soybean
44,23,23,6.01,25.4,4.9,Cotton
49,23,39,6.83,22.9,4.1,Soybean
46,5,32,5.49,15.1,1.1,Rice
37,26,40,5.8,16.2,4.7,Maize
27,20,22,4.14,20.3,2.9,Soybean
15,14,32,2.84,16.7,1.7,Maize
32,12,18,4.16,13.3,2.1,Soybean
24,17,7,3.39,21.3,3.5,Wheat
46,11,27,5.69,22.9,3.7,Wheat
15,18,19,2.78,10.9,2.8,Rice
20,18,28,3.46,15.0,4.4,Rice
26,20,35,4.3,15.9,4.7,Rice
41,6,38,5.16,22.0,4.9,Maize
10,7,11,1.57,14.1,1.2,Rice
43,27,11,5.87,19.9,2.8,Maize
23,8,30,3.3,19.4,3.5,Cotton
38,21,33,5.51,22.6,3.4,Wheat
13,16,36,2.82,10.2,3.3,Soybean
22,16,19,3.38,17.0,3.0,Cotton
30,15,25,4.25,19.5,4.8,Wheat
14,14,34,2.78,13.1,2.0,Wheat
18,20,13,3.06,18.6,1.0,Cotton
36,5,33,4.51,21.7,2.3,Rice
17,27,39,3.83,13.8,3.2,Maize
46,20,37,6.34,16.7,4.5,Maize
49,7,20,5.65,25.2,4.7,Maize
39,6,25,4.7,15.5,3.9,Cotton
19,28,7,3.44,20.6,2.8,Cotton
50,14,35,6.4,19.4,3.1,Rice
42,10,10,4.9,23.8,4.3,Maize
47,19,36,6.37,23.0,1.1,Wheat
32,27,19,4.93,20.7,4.3,Rice
36,12,20,4.6,20.9,3.8,Soybean
10,21,35,2.75,15.1,2.4,Rice
26,24,39,4.58,16.4,3.7,Soybean
26,29,17,4.39,13.9,1.9,Maize
45,8,40,5.7,15.1,1.1,Maize
43,29,34,6.43,18.5,3.7,Cotton
13,10,31,2.42,13.0,1.4,Maize
19,11,40,3.25,14.3,2.4,Wheat
44,30,30,6.5,23.5,1.0,Rice
16,28,11,3.22,15.2,3.7,Soybean
18,25,13,3.31,15.7,3.5,Cotton
13,6,13,1.86,11.3,2.3,Soybean
16,11,30,2.75,18.7,4.6,Wheat
40,14,22,5.14,18.1,2.9,Rice
15,12,5,2.2,11.4,4.3,Cotton
15,19,15,2.75,14.8,2.8,Rice
15,30,16,3.32,20.6,2.9,Soybean
32,28,37,5.34,20.1,4.3,Wheat
45,17,8,5.51,18.7,2.2,Cotton
40,6,8,4.46,19.0,3.2,Cotton
42,28,39,6.38,22.6,1.7,Maize
10,13,14,1.93,17.4,2.4,Cotton
13,8,28,2.26,17.1,2.8,Rice
38,5,9,4.23,18.7,3.9,Cotton
21,12,7,2.84,14.2,4.1,Cotton
30,13,34,4.33,13.9,3.6,Soybean
39,24,34,5.78,23.7,2.0,Cotton
34,17,32,4.89,20.2,3.7,Maize
42,14,17,5.24,24.7,4.0,Soybean
18,24,16,3.32,16.3,4.1,Wheat
38,14,32,5.14,17.9,1.5,Maize
35,17,32,4.99,20.4,2.1,Soybean
39,21,35,5.65,15.7,1.2,Maize
43,7,39,5.43,14.8,2.8,Wheat
10,17,7,1.99,9.0,1.2,Maize
25,23,12,3.89,14.0,4.9,Maize
28,11,5,3.45,20.2,4.7,Rice
35,8,37,4.64,22.0,3.2,Wheat
43,29,20,6.15,21.8,4.8,Maize
33,15,28,4.61,19.5,2.0,Maize
42,25,24,5.93,20.3,3.6,Cotton
37,21,22,5.19,16.0,3.5,Soybean
43,20,33,5.96,16.5,5.0,Cotton
36,21,16,4.97,23.0,3.0,Rice
33,16,39,4.88,14.5,1.0,Wheat
14,7,31,2.37,17.6,2.2,Cotton
48,23,8,6.11,25.1,2.4,Rice
17,16,34,3.18,16.2,3.9,Rice
49,9,7,5.49,19.8,1.3,Maize
35,27,36,5.57,23.8,2.7,Rice
21,21,16,3.47,13.1,3.9,Wheat
22,27,14,3.83,15.2,4.2,Cotton
47,27,5,6.15,24.9,3.9,Maize
29,30,24,4.88,19.7,4.3,Rice
18,25,12,3.29,20.2,1.5,Cotton
22,28,33,4.26,13.5,4.1,Wheat
48,17,16,5.97,17.5,2.5,Rice
43,30,23,6.26,22.4,3.1,Soybean
28,11,23,3.81,21.4,1.7,Wheat
18,26,24,3.58,17.1,4.9,Soybean
19,28,27,3.84,13.7,2.7,Cotton
13,24,6,2.62,18.6,4.6,Rice
14,13,24,2.53,9.5,3.0,Cotton
49,5,22,5.59,16.0,3.3,Wheat
43,6,20,5.0,19.4,2.9,Cotton
16,21,22,3.09,13.6,4.1,Wheat
33,30,10,5.0,22.7,3.9,Wheat
19,25,22,3.59,12.2,3.2,Maize
11,5,23,1.81,9.3,2.5,Wheat
24,16,25,3.7,18.8,5.0,Maize
11,13,9,1.93,13.5,3.0,Rice
25,28,33,4.56,22.6,2.4,Cotton
31,19,20,4.45,15.0,4.2,Wheat
10,17,22,2.29,17.5,3.9,Cotton
46,9,39,5.83,20.1,1.7,Soybean
29,25,18,4.51,14.5,2.0,Maize
34,26,19,5.08,20.0,2.4,Rice
20,18,8,3.06,16.1,1.1,Rice
43,12,30,5.5,20.3,3.4,Soybean
46,16,8,5.56,24.1,4.0,Maize
48,9,37,5.99,19.0,2.5,Cotton
12,15,33,2.61,10.5,2.9,Rice
49,21,32,6.59,18.0,3.9,Maize
44,10,24,5.38,16.8,3.2,Soybean
45,8,40,5.7,18.2,1.2,Maize
15,20,12,2.74,14.4,1.1,Cotton
19,10,23,2.86,16.7,2.9,Rice
27,25,8,4.11,15.7,3.2,Wheat
20,5,18,2.61,11.2,2.6,Maize
30,21,40,4.85,15.4,4.1,Soybean
20,6,40,3.1,13.0,3.5,Rice
41,29,15,5.85,21.1,3.1,Maize
48,25,32,6.69,24.4,1.7,Wheat
24,14,5,3.2,14.5,2.8,Maize
45,12,24,5.58,23.2,3.8,Maize
10,14,6,1.82,17.6,1.4,Rice
17,25,5,3.05,13.4,1.2,Rice
31,12,39,4.48,18.3,4.7,Rice
13,13,27,2.49,14.4,1.3,Soybean
44,14,21,5.52,23.9,1.2,Maize
30,17,39,4.63,17.8,3.8,Wheat
46,28,29,6.58,19.5,4.0,Wheat
27,28,35,4.8,15.2,1.2,Maize
33,12,31,4.52,20.3,1.3,Maize
18,9,28,2.81,12.4,1.9,Soybean
29,20,9,4.08,13.1,2.6,Maize
45,27,29,6.43,21.5,2.7,Soybean
47,5,8,5.11,15.4,2.6,Maize
41,16,38,5.66,17.6,4.4,Maize
47,21,6,5.87,25.7,1.6,Rice
50,22,9,6.28,17.7,4.3,Cotton
33,17,15,4.45,23.0,2.8,Soybean
22,25,37,4.19,12.3,4.3,Soybean
46,20,16,5.92,18.6,4.8,Rice
40,13,15,4.95,20.1,1.2,Wheat
34,27,29,5.33,17.2,3.3,Rice
24,20,5,3.5,13.9,2.3,Wheat
18,8,26,2.72,11.1,2.8,Maize
20,12,28,3.16,18.8,1.7,Rice
42,27,34,6.23,20.8,1.1,Maize
34,9,7,3.99,14.8,2.9,Cotton
26,19,26,4.07,17.0,4.6,Rice
24,13,5,3.15,13.1,2.3,Maize
18,7,38,2.91,10.2,2.1,Wheat
15,6,29,2.38,8.7,1.1,Cotton
38,26,8,5.26,24.2,2.8,Wheat
39,6,25,4.7,17.9,2.4,Soybean
24,30,22,4.34,14.9,3.6,Maize
39,6,37,4.94,17.4,4.2,Maize
23,29,18,4.11,13.3,3.0,Wheat
11,26,40,3.2,15.3,1.4,Maize
29,8,9,3.48,15.6,1.5,Rice
16,22,34,3.38,14.2,2.8,Maize
15,25,20,3.15,13.8,1.8,Wheat
10,16,31,2.42,10.5,1.7,Wheat
36,5,40,4.65,18.0,2.6,Wheat
27,26,21,4.42,17.4,1.5,Soybean
34,20,12,4.64,15.2,2.9,Wheat
13,29,8,2.91,20.4,2.2,Maize
22,17,13,3.31,11.5,3.0,Maize
26,5,26,3.37,20.4,2.2,Cotton
10,30,7,2.64,15.5,4.3,Cotton
31,7,5,3.55,17.9,3.9,Rice
28,19,17,4.09,13.2,4.3,Cotton
34,9,32,4.49,13.6,4.5,Maize
27,22,9,3.98,20.8,3.8,Cotton
50,18,35,6.6,24.9,2.8,Rice
50,19,9,6.13,26.1,3.2,Maize
15,21,22,2.99,11.2,1.5,Soybean
50,13,18,6.01,18.7,4.3,Soybean
47,13,31,5.97,20.2,4.0,Cotton
40,16,7,4.94,18.6,1.6,Wheat
21,25,8,3.51,16.6,2.5,Wheat
22,23,31,3.97,12.7,2.9,Wheat
22,15,9,3.13,11.8,2.9,Maize
38,16,8,4.76,15.5,4.7,Wheat
45,9,25,5.45,24.1,3.1,Soybean
28,19,39,4.53,19.9,1.5,Soybean
17,8,20,2.5,10.7,3.4,Maize
15,18,39,3.18,12.0,3.3,Rice
39,25,20,5.55,18.8,4.5,Rice
47,5,34,5.63,19.4,1.5,Rice
14,11,24,2.43,13.4,1.5,Soybean
38,13,12,4.69,14.1,1.4,Wheat
29,15,12,3.89,13.4,2.8,Rice
28,11,11,3.57,17.3,1.4,Soybean
11,10,16,1.92,12.7,3.5,Soybean
30,30,7,4.64,21.5,5.0,Rice
44,15,32,5.79,24.0,2.5,Wheat
15,18,18,2.76,15.9,3.6,Maize
23,24,34,4.18,14.7,1.5,Maize
47,7,36,5.77,24.8,2.1,Soybean
14,28,35,3.5,20.3,2.3,Wheat
16,24,30,3.4,14.8,2.7,Maize
47,29,37,6.89,18.6,3.3,Wheat
